year,season,designer,author,city,date,review
2000,Spring,Max Mara,Armand Limnander,Milan,28-Sep-99,"Khaki, burgundy, lavender, and navy blue were the predominating colors at MaxMara. It was a simple, controlled collection that worked thanks to the precision of the form-fitting pantsuits, sexy shorts, and luxurious denim ensembles. Studded overcoats, pleated skirts and transparent shirts were both practical and sharp; graphic sweaters with geometric motifs, and a series of shiny pink snakeskin pieces added a dash of excitement to the runway. The chemisiers, smoky glasses, skinny belts, and fitted blazers confirmed that 70s glamour is here to stay at least for a while."
2000,Spring,Yohji Yamamoto,Armand Limnander,Paris,3-Oct-99,"Deconstructing (and then reconfiguring) traditional clothing and silhouettes has always been an essential component of Yamamoto's work, and this season he addressed the issue head-on. A simple white dress opened his show; a virtually identical one, adorned only by a black ruffle on the front followed it; next, it developed a sleeve and side section. Eventually, of course, the outfit was completed with two sleeves and shoulders, though Yamamoto never quite got around to the back. The effect was stunning, as were the beige full skirts with elaborate pleats and voluminous ruffles, feather umbrellas, trench coats and preciously embroidered tops in the lightest possible shades of orange, purple and green. It takes a master of nuance to pull off such a delicate collection and Yamamoto did it faultlessly."
2000,Spring,Ann Demeulemeester,Armand Limnander,Paris,6-Oct-99,"The relationship between word and image was the theme for Ann Demeulemeester's predominantly black and white collection. Bands of text with messages like ""Curious wishes feathered the air,"" and ""Morning found the field bright"" were inscribed on tank tops and jackets. Overlays of transparent tulle, sometimes decorated with subtle beading, covered Demeulemeester's well-known black pantsuits. There were also lighter pieces, like ecru papery jackets, distressed denim pants, and simple knit sweaters."
2000,Spring,Vera Wang,Armand Limnander,New York,17-Sep-99,"Vera Wang began her show with pure, modern dresses in white, accented with graphic, geometric patches of silver beading. A series of fluid black pieces followed, and then a procession of beaded pants and skirts, transparent tops and sequined gowns in pastel shades inundated the runway. For the conclusion, Wang offered the expected array of signature wedding gown an ultraromantic array of dresses punctuated by flowing cathedral-length veils that trailed to the floor."
2000,Spring,Comme des Garçons,Armand Limnander,Paris,5-Oct-99,"Rei Kawakubo's designs are normally unsettling at first, somewhat confusing and, ultimately, incomparably beautiful. What begins as an assault on the senses slowly reveals itself as the work of a true artistic genius. For  pring 2000, Kawakubo continued her ongoing experimentation with proportions, layering, pleats and ruffles, creating some of the most original pieces of the season. Ballerina tights were stuffed with layers of chiffon that peeked sheepishly from the girls' thighs. Olive-green army jackets and fatigues were broken down and reconfigured to create flowing skirts and rumpled jackets with displaced shoulders. But at the heart of the collection was a series of shirts and dresses with unexpected abundance of texture and color. Evoking exotic flowers or intricate corals, Kawakubo piled yards of pink, fuchsia and red fabric into bundles of ruffles and pleats that dramatically redefined the silhouette. Flat surfaces suddenly blossomed into enormous volumes. Nothing old, nothing that has been done before that's Comme des Garçons' mantra, and it's as true now as it's ever been."
2000,Spring,Martine Sitbon,Armand Limnander,Paris,6-Oct-99,"Sitbon gathered many of the season's predominant themes and reworked them into her own collection: Transparent fabrics layered with shine, paillette appliqu's, fringed trims, and pleating all showed up in her work. Leather skirts with geometric patchwork inserts were interesting, and there were a few easy-to-wear trench coats. The colors were mostly rosy pastels, black and white, but a series of pieces, reminiscent of the Russian deconstructivists, incorporated red and aqua insets as well."
2000,Spring,Ralph Lauren,Armand Limnander,New York,15-Sep-99,"Jackie O. meets Brigitte Bardot would be a fitting description for Ralph Lauren's latest collection, which featured numerous styles stitched up in gingham and polka dots. ""This is for a woman who understands how sexy simplicity can be,"" explained the ever-discerning designer. His palette was heavy on black, white and red, which showed up in taffeta pants and tops, gabardine jackets and skimpy shorts. There were also georgette floral skirts and camisoles, and sensational leather jeans. Overall, Lauren's strong collection worked beautifully by defying conventional rules."
2000,Spring,Philosophy,Armand Limnander,Milan,26-Sep-99,"Ferretti has always relied on youthful femininity as the inspiration for her Philosophy collections and Spring 2000 was no exception. The predominant look was that of a sweet country girl on safari: easy-going day dresses in olive green, beige, gold and white; peasant skirts with delicate ruffles; patchwork-embroidered gauzy tops; and ultra-soft suede pants accessorized with no-nonsense rubber boots. But even the most practical-minded expeditionary craves a touch of glamour, and Ferretti delivered the goods with '60s-style gold mesh sleeveless dresses, beaded hot pants, embroidered tops, and coppery capri pants."
2000,Spring,John Galliano,Armand Limnander,Paris,7-Oct-99,"Another wild tour de force for Galliano this time, a musical rundown of the century, with plenty of unexpected twists and turns, of course. Dandyish zoot suits Mafioso style were shown with spacelike silver overcoats, hats, and bags. Fifties crinolines followed: Galliano's take on romance and innocence, and the beginning of rock. Gingham prints, floral appliqu's and extravagant pink volumes alternated with punk and hip-hop inspired getups: combat boots, bondage straps (albeit covered in paillettes) and slashed dresses. Galliano's main virtue is his whimsical ability to retrace and appropriate different periods of fashion history. It wasn't always easy to grasp all the references, but the extravagant and accomplished creations left the audience reeling in their seats."
2000,Spring,Emporio Armani,Armand Limnander,Milan,27-Sep-99,"The Emporio Armani woman for the year 2000 is imaginative, eclectic, optimistic and self-assured, declared Giorgio Armani. His ideal woman, evidently, is also dressed in technologically advanced fabrics brushed with lacquered strokes; she is mad for pastels, from pink to aquamarine and sage; and she layers her clothing in a thoroughly modern way. Jackets were light and deconstructed, with simple details in contrasting color lace and snaps. Slim and refined pants were worn under semi-transparent skirts and sarongs; tanks were sexy and provocative, some with open backs, others elegant and long-sleeved. Armani's Emporio collection underscored once again the designer's uncanny ability for restrained innovation."
2000,Spring,Jeremy Scott,Armand Limnander,Paris,9-Oct-99,"Jeremy Scott's presentation was a brilliant finale for the collections--and a witty reply to all his detractors, who had accused him in the past of producing outlandish clothing that no one would wear. Scott encapsulated--and took a step further--the dominating themes of the season: easy luxury, '80s references and working woman sexiness. His show opened with a series of strong-shouldered tan trenches, wrap dresses and blazer suits. ""Perfect for power lunches or PTA meetings,"" said Scott, who acted as emcee. Sharply commenting on the current branding craze, Scott also produced his own series of travel totes, bags and clutches, and emblazoned them all with his name. After a long day at the office, the girls needed to relax on the tennis court, of course, wearing skimpy powder-blue knit-wrap dresses, sports jackets with removable sleeves and campy visors. And for evening wear, Scott proved that aside from biting humor and talent, he's also got plenty of spunk left. His ""Atlantis divas"" were clad in nearly pornographic pastel chiffon, reminiscent of a Swedish blue-movie starlet circa 1980. Vive l'avant-garde !"
